Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,F(x)
0,0,0.04654001678492392102270969189703464508056640625,-4.74692912184328985603087858180515468120574951171875,5.7372396429388867744592062081210315227508544921875,-3.113908598458838383749025524593889713287353515625,-1.4744792858777753252752518164925277233123779296875,-2.28870069428549616219470408395864069461822509765625,1.468680857557028929250009241513907909393310546875,0.11306935225452008353386190719902515411376953125,5.3698023956664382438930260832421481609344482421875,-1.7744716563668276876342133618891239166259765625,-51025.0470561609035939909517765045166015625,
0,10,6.1583886472877082951526972465217113494873046875,-2.73579003585870150772052511456422507762908935546875,2.941786831464103357802741811610758304595947265625,-3.055313954375524332363056601025164127349853515625,-2.03143358510719540532818427891470491886138916015625,-1.4927901121538109663333671051077544689178466796875,2.1303120469977869788635871373116970062255859375,0.26962691691462481458074762485921382904052734375,-0.10391393911650226300480426289141178131103515625,-1.6585030899519335179093104670755565166473388671875,-4396.8883889725466360687278211116790771484375,
0,20,5.8458838788433649114040235872380435466766357421875,-2.73579003585870150772052511456422507762908935546875,1.379262989242388215416212915442883968353271484375,-3.033646143282215490444286842830479145050048828125,-1.895628290226596845968742854893207550048828125,-1.6478217746242460606254098820500075817108154296875,1.505302510109100211366239818744361400604248046875,0.26901655603875695987881044857203960418701171875,-0.13321126115815928869778872467577457427978515625,-1.6585030899519335179093104670755565166473388671875,-2922.35228774299002907355315983295440673828125,
0,30,2.896620126649882109859390766359865665435791015625,1.9136339360646985596758895553648471832275390625,0.4039063096055546253637658082880079746246337890625,-2.91676203555352042684489788371138274669647216796875,-1.8959334706645307733197114430367946624755859375,-1.4912642099641413295785241643898189067840576171875,1.469596398870830711302915005944669246673583984375,0.27145799954222837868655915372073650360107421875,-0.10391393911650226300480426289141178131103515625,-0.4475471122301062365522739128209650516510009765625,-2159.61359206295355761540122330188751220703125,
0,40,3.034561684596017272497192607261240482330322265625,1.9136339360646985596758895553648471832275390625,1.808957045853361478293663822114467620849609375,-2.92652780956740610207589270430617034435272216796875,-1.88158999008163618782418780028820037841796875,-1.4338902876325629875964295933954417705535888671875,0.6196688792248412624985576258040964603424072265625,0.11978332188906648525517084635794162750244140625,-0.10391393911650226300480426289141178131103515625,-0.5659571221484700487280861125327646732330322265625,-1802.743079897584493664908222854137420654296875,
0,50,0.3770504310673690184785300516523420810699462890625,0.6575112535286482540186625556088984012603759765625,1.498893720912487736995899467729032039642333984375,-2.6164644846265350253133874502964317798614501953125,-0.6315709163042644291863325634039938449859619140625,-1.4900434882124056201746498118154704570770263671875,0.6092927443350877325656256289221346378326416015625,1.514763103685051959246266051195561885833740234375,-0.7289234760051872541453121812082827091217041015625,-0.5662623025864039760790547006763517856597900390625,-1034.51711639845825629890896379947662353515625,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,F(x)
1,0,7.79171435111009458296393859200179576873779296875,-1.242236972610054834831316838972270488739013671875,6.136110475318531598531990312039852142333984375,-2.95277332722972385425919128465466201305389404296875,6.0521858548867015770156285725533962249755859375,-1.4570840009155414662700422923080623149871826171875,6.5416952773327210479692439548671245574951171875,3.84237430380712652322472422383725643157958984375,0.7185473411154337242123801843263208866119384765625,1.8330663004501417390201822854578495025634765625,-104934.55440733846626244485378265380859375,
1,10,-2.4327458609903107600302973878569900989532470703125,0.5345235370412755315783215337432920932769775390625,-2.6085297932402529141882041585631668567657470703125,-0.4527351796749830015187399112619459629058837890625,-3.64278629739833714751284787780605256557464599609375,-1.4201571679255362568028431269340217113494873046875,-2.6384374761577777945831257966347038745880126953125,-3.5420767528801402335147940902970731258392333984375,-3.068131532768749281103737303055822849273681640625,-1.331654840924695548665113165043294429779052734375,-17316.43045458217602572403848171234130859375,
1,20,-2.25757228961623557239590809331275522708892822265625,0.4930189974822614118465935462154448032379150390625,-2.6085297932402529141882041585631668567657470703125,-0.4533455405508508562206770875491201877593994140625,-1.143053330281528445766525692306458950042724609375,-1.4671549553673610688520057010464370250701904296875,-2.5639734493018995209467902895994484424591064453125,-1.043564507515068129350765957497060298919677734375,-3.089188982986190268320569884963333606719970703125,-1.331654840924695548665113165043294429779052734375,-6565.6186851919001128408126533031463623046875,
1,30,6.2584878309300364662703941576182842254638671875,0.3355458915083548987468020641244947910308837890625,-2.75501640344853893083154616761021316051483154296875,-0.4527351796749830015187399112619459629058837890625,-0.830243381399252911023722845129668712615966796875,-1.4280918593118183679280264186672866344451904296875,-2.87708857862210987121898142504505813121795654296875,-1.044174868390935984052703133784234523773193359375,-0.5891508354314485274016988114453852176666259765625,-0.2378881513694981464368538581766188144683837890625,-3463.56483828191585416789166629314422607421875,
1,40,6.2578774700541686115684569813311100006103515625,0.984969863431754077964797033928334712982177734375,-0.2549782558937980780910947942174971103668212890625,-0.4533455405508508562206770875491201877593994140625,-0.834821087968261821288251667283475399017333984375,-1.4439612420843825901783930021338164806365966796875,2.1229877164873727224403410218656063079833984375,-1.053635461966887731932729366235435009002685546875,-0.3559929808499280312616974697448313236236572265625,-0.08072022583352378433119156397879123687744140625,-1018.6670573037471285715582780539989471435546875,
1,50,6.2578774700541686115684569813311100006103515625,0.965438315403982727502807392738759517669677734375,-0.2647440299076837533220896148122847080230712890625,-1.000228885328450445513226441107690334320068359375,-0.2052338445105679198832149268127977848052978515625,-1.4171053635461969832931572454981505870819091796875,1.485770962081328860904250177554786205291748046875,-1.043869687953002056701734545640647411346435546875,-0.3544670786602583945068545290268957614898681640625,-0.10025177386129513479318120516836643218994140625,-460.0882857016207481137826107442378997802734375,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,F(x)
2,0,9.636530098420688972282732720486819744110107421875,0.9071488517586008271109676570631563663482666015625,1.909056229495689649411360733211040496826171875,5.8822003509575022661692855763249099254608154296875,-4.929732204165713227439482579939067363739013671875,4.3901731898985278945701793418265879154205322265625,-3.68917372396429410486007327563129365444183349609375,-2.3723201342793931445385169354267418384552001953125,2.12695506218051377800293266773223876953125,1.052719920653085949879823601804673671722412109375,-45513.6245561010655364952981472015380859375,
