Repeat,Generation,X1,X2,F(x)
32,10,4.8857081820123919868592565762810409069061279296875,-0.78157902768028719719950458966195583343505859375,184.17122637687958786045783199369907379150390625,
32,20,4.855189672536393885593497543595731258392333984375,-0.79561754203924550665760762058198451995849609375,186.662917093906571608386002480983734130859375,
32,30,4.858241523483993518084389506839215755462646484375,-0.79561754203924550665760762058198451995849609375,186.68197594126985450202482752501964569091796875,
32,40,4.858241523483993518084389506839215755462646484375,-0.80050050355540491864303476177155971527099609375,186.7307582390418474460602737963199615478515625,
32,50,4.858241523483993518084389506839215755462646484375,-0.80050050355540491864303476177155971527099609375,186.7307582390418474460602737963199615478515625,
Repeat,Generation,X1,X2,F(x)
33,0,6.089968565935240718545173876918852329254150390625,-0.6851405377361370341304791509173810482025146484375,105.0802353797023869219628977589309215545654296875,
33,10,-1.410260322885829253891643020324409008026123046875,-0.78157902768028719719950458966195583343505859375,185.44228739320891463648877106606960296630859375,
33,20,-1.424909207434307489847924443893134593963623046875,-0.79866939298684513914849958382546901702880859375,186.724769579315989176393486559391021728515625,
33,30,-1.424909207434307489847924443893134593963623046875,-0.79927976317636506564667797647416591644287109375,186.728400883788111741523607634007930755615234375,
33,40,-1.424909207434307489847924443893134593963623046875,-0.80050050355540491864303476177155971527099609375,186.730725690029174757000873796641826629638671875,
33,50,-1.424909207434307489847924443893134593963623046875,-0.80050050355540491864303476177155971527099609375,186.730725690029174757000873796641826629638671875,
Repeat,Generation,X1,X2,F(x)
34,0,-1.007415997802667106952867470681667327880859375,4.8979155858027905168228244292549788951873779296875,96.65296512880860291261342354118824005126953125,
34,10,-0.72481460005493403286891407333314418792724609375,4.8985259559923104433210028219036757946014404296875,170.8409481296204148748074658215045928955078125,
34,20,-0.8322397534104428729051505797542631626129150390625,4.852137821588794253102605580352246761322021484375,184.39416943198835951989167369902133941650390625,
34,30,-0.79195532090212594766853726468980312347412109375,4.839930417798395723139037727378308773040771484375,185.81609188914075048160157166421413421630859375,
34,40,-0.79683828241828535965396440587937831878662109375,4.854579302346873959095319150947034358978271484375,186.675965979951484996490762569010257720947265625,
