Repeat,Generation,X1,X2,F(x)
34,40,-7.098039215686274161498658941127359867095947265625,-7.72549019607843145962533526471816003322601318359375,185.5815857990866106774774380028247833251953125,
34,50,-7.098039215686274161498658941127359867095947265625,-7.72549019607843145962533526471816003322601318359375,185.5815857990866106774774380028247833251953125,
Repeat,Generation,X1,X2,F(x)
35,0,-0.7450980392156854037466473528183996677398681640625,4.980392156862745167700268211774528026580810546875,146.442143835335713220047182403504848480224609375,
35,10,-0.823529411764706509302413905970752239227294921875,4.823529411764706509302413905970752239227294921875,182.814007886989173812253284268081188201904296875,
35,20,-0.823529411764706509302413905970752239227294921875,-7.72549019607843145962533526471816003322601318359375,184.858993530578487707316526211798191070556640625,
35,30,-0.823529411764706509302413905970752239227294921875,-7.72549019607843145962533526471816003322601318359375,184.858993530578487707316526211798191070556640625,
35,40,-0.823529411764706509302413905970752239227294921875,-7.72549019607843145962533526471816003322601318359375,184.858993530578487707316526211798191070556640625,
35,50,-7.098039215686274161498658941127359867095947265625,-7.72549019607843145962533526471816003322601318359375,185.5815857990866106774774380028247833251953125,
Repeat,Generation,X1,X2,F(x)
36,0,5.4509803921568629192506705294363200664520263671875,-1.294117647058822484495976823382079601287841796875,145.055692291142605654385988600552082061767578125,
36,10,-7.098039215686274161498658941127359867095947265625,-7.72549019607843145962533526471816003322601318359375,185.5815857990866106774774380028247833251953125,
36,20,-7.098039215686274161498658941127359867095947265625,-7.72549019607843145962533526471816003322601318359375,185.5815857990866106774774380028247833251953125,
36,30,-7.098039215686274161498658941127359867095947265625,-7.72549019607843145962533526471816003322601318359375,185.5815857990866106774774380028247833251953125,
36,40,-7.098039215686274161498658941127359867095947265625,-7.72549019607843145962533526471816003322601318359375,185.5815857990866106774774380028247833251953125,
36,50,-7.098039215686274161498658941127359867095947265625,-7.72549019607843145962533526471816003322601318359375,185.5815857990866106774774380028247833251953125,
Repeat,Generation,X1,X2,F(x)
37,0,-0.823529411764706509302413905970752239227294921875,4.6666666666666660745477201999165117740631103515625,112.381354126809668514397344551980495452880859375,
37,10,-0.823529411764706509302413905970752239227294921875,4.901960784313725838501341058872640132904052734375,181.036095058876213670373545028269290924072265625,
37,20,-0.823529411764706509302413905970752239227294921875,-1.4509803921568629192506705294363200664520263671875,184.005035512563239308292395435273647308349609375,
37,30,-0.823529411764706509302413905970752239227294921875,-1.4509803921568629192506705294363200664520263671875,184.005035512563239308292395435273647308349609375,
37,40,-0.823529411764706509302413905970752239227294921875,-7.72549019607843145962533526471816003322601318359375,184.858993530578487707316526211798191070556640625,
37,50,-0.823529411764706509302413905970752239227294921875,-7.72549019607843145962533526471816003322601318359375,184.858993530578487707316526211798191070556640625,
Repeat,Generation,X1,X2,F(x)
38,0,-6.862745098039216173901877482421696186065673828125,-7.88235294117647100620160927064716815948486328125,62.640970896966564396279864013195037841796875,
38,10,5.3725490196078435900517433765344321727752685546875,-7.6470588235294112422479884116910398006439208984375,152.618573930488224732471280731260776519775390625,
38,20,5.4509803921568629192506705294363200664520263671875,-7.72549019607843145962533526471816003322601318359375,183.804276305158595050670555792748928070068359375,
38,30,5.4509803921568629192506705294363200664520263671875,-7.72549019607843145962533526471816003322601318359375,183.804276305158595050670555792748928070068359375,
38,40,5.4509803921568629192506705294363200664520263671875,-7.72549019607843145962533526471816003322601318359375,183.804276305158595050670555792748928070068359375,
38,50,5.4509803921568629192506705294363200664520263671875,-7.72549019607843145962533526471816003322601318359375,183.804276305158595050670555792748928070068359375,
Repeat,Generation,X1,X2,F(x)
39,0,-8.5098039215686274161498658941127359867095947265625,-1.4509803921568629192506705294363200664520263671875,25.41075687880083222580651636235415935516357421875,
39,10,-0.7450980392156854037466473528183996677398681640625,-1.4509803921568629192506705294363200664520263671875,178.60524201814240541352774016559123992919921875,
39,20,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
39,30,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
39,40,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
39,50,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
Repeat,Generation,X1,X2,F(x)
40,0,-0.2745098039215694285530844354070723056793212890625,-0.6666666666666660745477201999165117740631103515625,89.2634111264405873953364789485931396484375,
40,10,-1.4509803921568629192506705294363200664520263671875,-0.823529411764706509302413905970752239227294921875,184.005035512563239308292395435273647308349609375,
40,20,-1.4509803921568629192506705294363200664520263671875,-7.098039215686274161498658941127359867095947265625,184.724289758670266792250913567841053009033203125,
40,30,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
40,40,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
40,50,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
Repeat,Generation,X1,X2,F(x)
41,0,-8.4313725490196080869509387412108480930328369140625,-1.5294117647058822484495976823382079601287841796875,47.22550548486618282595372875221073627471923828125,
41,10,-7.17647058823529437887600579415448009967803955078125,4.901960784313725838501341058872640132904052734375,163.70004459012915276616695336997509002685546875,
41,20,-7.019607843137254832299731788225471973419189453125,4.901960784313725838501341058872640132904052734375,173.56079682176124379111570306122303009033203125,
41,30,-7.098039215686274161498658941127359867095947265625,4.901960784313725838501341058872640132904052734375,181.743744062649483339555445127189159393310546875,
41,40,-7.098039215686274161498658941127359867095947265625,4.823529411764706509302413905970752239227294921875,183.5286065448698309410247020423412322998046875,
41,50,-7.098039215686274161498658941127359867095947265625,-7.72549019607843145962533526471816003322601318359375,185.5815857990866106774774380028247833251953125,
Repeat,Generation,X1,X2,F(x)
42,0,-0.5882352941176467453487930470146238803863525390625,-7.4901960784313725838501341058872640132904052734375,43.64937806508620354861704981885850429534912109375,
42,10,-0.823529411764706509302413905970752239227294921875,-1.372549019607841813694903976283967494964599609375,179.07735302165070834234938956797122955322265625,
42,20,-0.823529411764706509302413905970752239227294921875,-1.372549019607841813694903976283967494964599609375,179.07735302165070834234938956797122955322265625,
42,30,-0.823529411764706509302413905970752239227294921875,-1.4509803921568629192506705294363200664520263671875,184.005035512563239308292395435273647308349609375,
42,40,-7.098039215686274161498658941127359867095947265625,-1.4509803921568629192506705294363200664520263671875,184.724289758670266792250913567841053009033203125,
42,50,-7.098039215686274161498658941127359867095947265625,-1.4509803921568629192506705294363200664520263671875,184.724289758670266792250913567841053009033203125,
Repeat,Generation,X1,X2,F(x)
43,0,-1.5294117647058822484495976823382079601287841796875,-0.7450980392156854037466473528183996677398681640625,157.02874964765140930467168800532817840576171875,
43,10,-1.4509803921568629192506705294363200664520263671875,-0.7450980392156854037466473528183996677398681640625,178.60524201814240541352774016559123992919921875,
43,20,-1.4509803921568629192506705294363200664520263671875,5.5294117647058822484495976823382079601287841796875,180.49535161107445446759811602532863616943359375,
43,30,-1.4509803921568629192506705294363200664520263671875,5.4509803921568629192506705294363200664520263671875,182.9551905641918665423872880637645721435546875,
43,40,-1.4509803921568629192506705294363200664520263671875,5.4509803921568629192506705294363200664520263671875,182.9551905641918665423872880637645721435546875,
43,50,-1.4509803921568629192506705294363200664520263671875,5.4509803921568629192506705294363200664520263671875,182.9551905641918665423872880637645721435546875,
Repeat,Generation,X1,X2,F(x)
44,0,5.3725490196078435900517433765344321727752685546875,5.9215686274509788944442334468476474285125732421875,60.41789127997497388378178584389388561248779296875,
44,10,-1.4509803921568629192506705294363200664520263671875,-0.6666666666666660745477201999165117740631103515625,148.3862232317684402005397714674472808837890625,
44,20,-1.4509803921568629192506705294363200664520263671875,-0.823529411764706509302413905970752239227294921875,184.005035512563239308292395435273647308349609375,
44,30,-1.4509803921568629192506705294363200664520263671875,-0.823529411764706509302413905970752239227294921875,184.005035512563239308292395435273647308349609375,
44,40,-1.4509803921568629192506705294363200664520263671875,-7.098039215686274161498658941127359867095947265625,184.724289758670266792250913567841053009033203125,
44,50,-1.4509803921568629192506705294363200664520263671875,-7.098039215686274161498658941127359867095947265625,184.724289758670266792250913567841053009033203125,
Repeat,Generation,X1,X2,F(x)
45,0,-0.980392156862745167700268211774528026580810546875,-7.72549019607843145962533526471816003322601318359375,118.2510127024602439860245794989168643951416015625,
45,10,-0.823529411764706509302413905970752239227294921875,-7.72549019607843145962533526471816003322601318359375,184.858993530578487707316526211798191070556640625,
45,20,-0.823529411764706509302413905970752239227294921875,-7.72549019607843145962533526471816003322601318359375,184.858993530578487707316526211798191070556640625,
45,30,-0.823529411764706509302413905970752239227294921875,-7.72549019607843145962533526471816003322601318359375,184.858993530578487707316526211798191070556640625,
45,40,-7.098039215686274161498658941127359867095947265625,-7.72549019607843145962533526471816003322601318359375,185.5815857990866106774774380028247833251953125,
45,50,-7.098039215686274161498658941127359867095947265625,-7.72549019607843145962533526471816003322601318359375,185.5815857990866106774774380028247833251953125,
Repeat,Generation,X1,X2,F(x)
46,0,5.9215686274509788944442334468476474285125732421875,-7.098039215686274161498658941127359867095947265625,70.251429266232122472501941956579685211181640625,
46,10,4.823529411764706509302413905970752239227294921875,-7.098039215686274161498658941127359867095947265625,183.5286065448698309410247020423412322998046875,
46,20,4.823529411764706509302413905970752239227294921875,-7.098039215686274161498658941127359867095947265625,183.5286065448698309410247020423412322998046875,
46,30,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
46,40,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
46,50,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
Repeat,Generation,X1,X2,F(x)
47,0,-1.5294117647058822484495976823382079601287841796875,-0.901960784313725838501341058872640132904052734375,143.109962628428291964155505411326885223388671875,
47,10,-1.4509803921568629192506705294363200664520263671875,-0.823529411764706509302413905970752239227294921875,184.005035512563239308292395435273647308349609375,
47,20,-1.4509803921568629192506705294363200664520263671875,-0.823529411764706509302413905970752239227294921875,184.005035512563239308292395435273647308349609375,
47,30,-1.4509803921568629192506705294363200664520263671875,-7.098039215686274161498658941127359867095947265625,184.724289758670266792250913567841053009033203125,
47,40,-1.4509803921568629192506705294363200664520263671875,-7.098039215686274161498658941127359867095947265625,184.724289758670266792250913567841053009033203125,
47,50,-1.4509803921568629192506705294363200664520263671875,-7.098039215686274161498658941127359867095947265625,184.724289758670266792250913567841053009033203125,
Repeat,Generation,X1,X2,F(x)
48,0,5.3725490196078435900517433765344321727752685546875,-6.4705882352941177515504023176617920398712158203125,105.9096676712608626758083119057118892669677734375,
48,10,5.5294117647058822484495976823382079601287841796875,-7.72549019607843145962533526471816003322601318359375,181.333021364477673387227696366608142852783203125,
48,20,-7.72549019607843145962533526471816003322601318359375,-0.823529411764706509302413905970752239227294921875,184.858993530578487707316526211798191070556640625,
48,30,-7.72549019607843145962533526471816003322601318359375,-0.823529411764706509302413905970752239227294921875,184.858993530578487707316526211798191070556640625,
48,40,-7.72549019607843145962533526471816003322601318359375,-0.823529411764706509302413905970752239227294921875,184.858993530578487707316526211798191070556640625,
48,50,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
Repeat,Generation,X1,X2,F(x)
49,0,5.4509803921568629192506705294363200664520263671875,3.88235294117647100620160927064716815948486328125,37.24342698143643559660631581209599971771240234375,
49,10,-0.901960784313725838501341058872640132904052734375,4.901960784313725838501341058872640132904052734375,160.1475732390814528116607107222080230712890625,
49,20,-0.823529411764706509302413905970752239227294921875,4.901960784313725838501341058872640132904052734375,181.036095058876213670373545028269290924072265625,
49,30,-7.098039215686274161498658941127359867095947265625,4.823529411764706509302413905970752239227294921875,183.5286065448698309410247020423412322998046875,
49,40,-7.098039215686274161498658941127359867095947265625,-1.4509803921568629192506705294363200664520263671875,184.724289758670266792250913567841053009033203125,
49,50,-7.098039215686274161498658941127359867095947265625,-1.4509803921568629192506705294363200664520263671875,184.724289758670266792250913567841053009033203125,
Repeat,Generation,X1,X2,F(x)
50,0,-2.3921568627450984223514751647599041461944580078125,5.4509803921568629192506705294363200664520263671875,34.9749821894015013867829111404716968536376953125,
50,10,-1.5294117647058822484495976823382079601287841796875,5.3725490196078435900517433765344321727752685546875,139.675223772863091653562150895595550537109375,
50,20,-1.372549019607841813694903976283967494964599609375,5.4509803921568629192506705294363200664520263671875,178.055623078696726224734447896480560302734375,
50,30,-1.4509803921568629192506705294363200664520263671875,5.4509803921568629192506705294363200664520263671875,182.9551905641918665423872880637645721435546875,
50,40,-1.4509803921568629192506705294363200664520263671875,-0.823529411764706509302413905970752239227294921875,184.005035512563239308292395435273647308349609375,
50,50,-1.4509803921568629192506705294363200664520263671875,-0.823529411764706509302413905970752239227294921875,184.005035512563239308292395435273647308349609375,
Repeat,Generation,X1,X2,F(x)
51,0,0.7450980392156854037466473528183996677398681640625,5.6078431372549015776485248352400958538055419921875,39.8888232353299514443278894759714603424072265625,
51,10,-0.823529411764706509302413905970752239227294921875,-1.4509803921568629192506705294363200664520263671875,184.005035512563239308292395435273647308349609375,
51,20,-7.098039215686274161498658941127359867095947265625,-1.4509803921568629192506705294363200664520263671875,184.724289758670266792250913567841053009033203125,
51,30,-7.098039215686274161498658941127359867095947265625,-1.4509803921568629192506705294363200664520263671875,184.724289758670266792250913567841053009033203125,
51,40,-7.098039215686274161498658941127359867095947265625,-1.4509803921568629192506705294363200664520263671875,184.724289758670266792250913567841053009033203125,
51,50,-7.098039215686274161498658941127359867095947265625,-1.4509803921568629192506705294363200664520263671875,184.724289758670266792250913567841053009033203125,
Repeat,Generation,X1,X2,F(x)
52,0,-2,6.156862745098038658397854305803775787353515625,48.84449633370167020984808914363384246826171875,
52,10,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
52,20,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
52,30,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
52,40,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
52,50,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
Repeat,Generation,X1,X2,F(x)
53,0,-0.03921568627450966459946357645094394683837890625,-7.098039215686274161498658941127359867095947265625,83.48238203130352985681383870542049407958984375,
53,10,-1.4509803921568629192506705294363200664520263671875,-7.098039215686274161498658941127359867095947265625,184.724289758670266792250913567841053009033203125,
53,20,-1.4509803921568629192506705294363200664520263671875,-7.098039215686274161498658941127359867095947265625,184.724289758670266792250913567841053009033203125,
53,30,-1.4509803921568629192506705294363200664520263671875,-7.098039215686274161498658941127359867095947265625,184.724289758670266792250913567841053009033203125,
53,40,-1.4509803921568629192506705294363200664520263671875,-7.098039215686274161498658941127359867095947265625,184.724289758670266792250913567841053009033203125,
53,50,-1.4509803921568629192506705294363200664520263671875,-7.098039215686274161498658941127359867095947265625,184.724289758670266792250913567841053009033203125,
Repeat,Generation,X1,X2,F(x)
54,0,-3.019607843137254832299731788225471973419189453125,4.823529411764706509302413905970752239227294921875,45.5985122494922734404099173843860626220703125,
54,10,4.823529411764706509302413905970752239227294921875,5.4509803921568629192506705294363200664520263671875,181.7709583740394236883730627596378326416015625,
54,20,-7.72549019607843145962533526471816003322601318359375,5.4509803921568629192506705294363200664520263671875,183.804276305158595050670555792748928070068359375,
54,30,-7.72549019607843145962533526471816003322601318359375,-0.823529411764706509302413905970752239227294921875,184.858993530578487707316526211798191070556640625,
54,40,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
54,50,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
Repeat,Generation,X1,X2,F(x)
55,0,-6.4705882352941177515504023176617920398712158203125,5.4509803921568629192506705294363200664520263671875,121.9680094669289900366493384353816509246826171875,
55,10,-1.4509803921568629192506705294363200664520263671875,5.4509803921568629192506705294363200664520263671875,182.9551905641918665423872880637645721435546875,
55,20,-1.4509803921568629192506705294363200664520263671875,5.4509803921568629192506705294363200664520263671875,182.9551905641918665423872880637645721435546875,
55,30,-1.4509803921568629192506705294363200664520263671875,5.4509803921568629192506705294363200664520263671875,182.9551905641918665423872880637645721435546875,
55,40,-1.4509803921568629192506705294363200664520263671875,5.4509803921568629192506705294363200664520263671875,182.9551905641918665423872880637645721435546875,
55,50,-1.4509803921568629192506705294363200664520263671875,-7.098039215686274161498658941127359867095947265625,184.724289758670266792250913567841053009033203125,
Repeat,Generation,X1,X2,F(x)
56,0,4.6666666666666660745477201999165117740631103515625,4.1960784313725500993541572825051844120025634765625,42.807126937690924251000978983938694000244140625,
56,10,-7.098039215686274161498658941127359867095947265625,4.823529411764706509302413905970752239227294921875,183.5286065448698309410247020423412322998046875,
56,20,-7.098039215686274161498658941127359867095947265625,-1.4509803921568629192506705294363200664520263671875,184.724289758670266792250913567841053009033203125,
56,30,-7.098039215686274161498658941127359867095947265625,-1.4509803921568629192506705294363200664520263671875,184.724289758670266792250913567841053009033203125,
56,40,-7.098039215686274161498658941127359867095947265625,-7.72549019607843145962533526471816003322601318359375,185.5815857990866106774774380028247833251953125,
56,50,-7.098039215686274161498658941127359867095947265625,-7.72549019607843145962533526471816003322601318359375,185.5815857990866106774774380028247833251953125,
Repeat,Generation,X1,X2,F(x)
57,0,-5.37254901960784270187332367640919983386993408203125,5.6078431372549015776485248352400958538055419921875,38.441316240750694532835041172802448272705078125,
57,10,-7.72549019607843145962533526471816003322601318359375,5.4509803921568629192506705294363200664520263671875,183.804276305158595050670555792748928070068359375,
57,20,-7.72549019607843145962533526471816003322601318359375,5.4509803921568629192506705294363200664520263671875,183.804276305158595050670555792748928070068359375,
57,30,-7.72549019607843145962533526471816003322601318359375,5.4509803921568629192506705294363200664520263671875,183.804276305158595050670555792748928070068359375,
57,40,-7.72549019607843145962533526471816003322601318359375,5.4509803921568629192506705294363200664520263671875,183.804276305158595050670555792748928070068359375,
57,50,-7.72549019607843145962533526471816003322601318359375,5.4509803921568629192506705294363200664520263671875,183.804276305158595050670555792748928070068359375,
Repeat,Generation,X1,X2,F(x)
58,0,7.098039215686274161498658941127359867095947265625,5.5294117647058822484495976823382079601287841796875,52.97780796637864142439866554923355579376220703125,
58,10,4.823529411764706509302413905970752239227294921875,5.5294117647058822484495976823382079601287841796875,179.327041464247969315692898817360401153564453125,
58,20,4.823529411764706509302413905970752239227294921875,-7.098039215686274161498658941127359867095947265625,183.5286065448698309410247020423412322998046875,
58,30,4.823529411764706509302413905970752239227294921875,-7.098039215686274161498658941127359867095947265625,183.5286065448698309410247020423412322998046875,
58,40,4.823529411764706509302413905970752239227294921875,-7.098039215686274161498658941127359867095947265625,183.5286065448698309410247020423412322998046875,
58,50,4.823529411764706509302413905970752239227294921875,-7.098039215686274161498658941127359867095947265625,183.5286065448698309410247020423412322998046875,
Repeat,Generation,X1,X2,F(x)
59,0,-0.3529411764705887577520115883089601993560791015625,-0.6666666666666660745477201999165117740631103515625,60.6489263763823061026414507068693637847900390625,
59,10,4.980392156862745167700268211774528026580810546875,-0.823529411764706509302413905970752239227294921875,150.869546562467121475492604076862335205078125,
59,20,4.823529411764706509302413905970752239227294921875,-0.823529411764706509302413905970752239227294921875,182.814007886989173812253284268081188201904296875,
59,30,4.823529411764706509302413905970752239227294921875,-7.098039215686274161498658941127359867095947265625,183.5286065448698309410247020423412322998046875,
59,40,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
59,50,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
Repeat,Generation,X1,X2,F(x)
60,0,8.509803921568629192506705294363200664520263671875,-0.2745098039215694285530844354070723056793212890625,20.193148408383652991915369057096540927886962890625,
60,10,-6.941176470588235503100804635323584079742431640625,-1.372549019607841813694903976283967494964599609375,139.89443336708410470237140543758869171142578125,
60,20,-7.098039215686274161498658941127359867095947265625,-1.4509803921568629192506705294363200664520263671875,184.724289758670266792250913567841053009033203125,
60,30,-7.098039215686274161498658941127359867095947265625,-1.4509803921568629192506705294363200664520263671875,184.724289758670266792250913567841053009033203125,
60,40,-7.098039215686274161498658941127359867095947265625,-1.4509803921568629192506705294363200664520263671875,184.724289758670266792250913567841053009033203125,
60,50,-7.098039215686274161498658941127359867095947265625,-1.4509803921568629192506705294363200664520263671875,184.724289758670266792250913567841053009033203125,
Repeat,Generation,X1,X2,F(x)
61,0,-2.3921568627450984223514751647599041461944580078125,-0.7450980392156854037466473528183996677398681640625,34.1434158782532364284634240902960300445556640625,
61,10,-7.72549019607843145962533526471816003322601318359375,-0.7450980392156854037466473528183996677398681640625,179.434139868986989085897221229970455169677734375,
61,20,-7.72549019607843145962533526471816003322601318359375,-0.823529411764706509302413905970752239227294921875,184.858993530578487707316526211798191070556640625,
61,30,-7.72549019607843145962533526471816003322601318359375,-0.823529411764706509302413905970752239227294921875,184.858993530578487707316526211798191070556640625,
61,40,-7.72549019607843145962533526471816003322601318359375,-0.823529411764706509302413905970752239227294921875,184.858993530578487707316526211798191070556640625,
61,50,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
Repeat,Generation,X1,X2,F(x)
62,0,-7.019607843137254832299731788225471973419189453125,4.745098039215687180103486753068864345550537109375,151.341306089701248538403888233006000518798828125,
62,10,-7.098039215686274161498658941127359867095947265625,-1.4509803921568629192506705294363200664520263671875,184.724289758670266792250913567841053009033203125,
62,20,-7.098039215686274161498658941127359867095947265625,-1.4509803921568629192506705294363200664520263671875,184.724289758670266792250913567841053009033203125,
62,30,-7.098039215686274161498658941127359867095947265625,-1.4509803921568629192506705294363200664520263671875,184.724289758670266792250913567841053009033203125,
62,40,-7.098039215686274161498658941127359867095947265625,-1.4509803921568629192506705294363200664520263671875,184.724289758670266792250913567841053009033203125,
62,50,-7.098039215686274161498658941127359867095947265625,-1.4509803921568629192506705294363200664520263671875,184.724289758670266792250913567841053009033203125,
Repeat,Generation,X1,X2,F(x)
63,0,6.0784313725490193291989271529018878936767578125,-0.6666666666666660745477201999165117740631103515625,98.88485118392605954795726574957370758056640625,
63,10,4.823529411764706509302413905970752239227294921875,5.5294117647058822484495976823382079601287841796875,179.327041464247969315692898817360401153564453125,
63,20,4.823529411764706509302413905970752239227294921875,5.4509803921568629192506705294363200664520263671875,181.7709583740394236883730627596378326416015625,
63,30,4.823529411764706509302413905970752239227294921875,5.4509803921568629192506705294363200664520263671875,181.7709583740394236883730627596378326416015625,
63,40,-7.72549019607843145962533526471816003322601318359375,5.4509803921568629192506705294363200664520263671875,183.804276305158595050670555792748928070068359375,
63,50,-7.72549019607843145962533526471816003322601318359375,5.4509803921568629192506705294363200664520263671875,183.804276305158595050670555792748928070068359375,
Repeat,Generation,X1,X2,F(x)
64,0,-0.2745098039215694285530844354070723056793212890625,-0.823529411764706509302413905970752239227294921875,110.6903105730962124653160572052001953125,
64,10,-7.098039215686274161498658941127359867095947265625,-7.72549019607843145962533526471816003322601318359375,185.5815857990866106774774380028247833251953125,
64,20,-7.098039215686274161498658941127359867095947265625,-7.72549019607843145962533526471816003322601318359375,185.5815857990866106774774380028247833251953125,
64,30,-7.098039215686274161498658941127359867095947265625,-7.72549019607843145962533526471816003322601318359375,185.5815857990866106774774380028247833251953125,
64,40,-7.098039215686274161498658941127359867095947265625,-7.72549019607843145962533526471816003322601318359375,185.5815857990866106774774380028247833251953125,
64,50,-7.098039215686274161498658941127359867095947265625,-7.72549019607843145962533526471816003322601318359375,185.5815857990866106774774380028247833251953125,
Repeat,Generation,X1,X2,F(x)
65,0,-0.7450980392156854037466473528183996677398681640625,4.823529411764706509302413905970752239227294921875,177.449166170960353383634355850517749786376953125,
65,10,-0.7450980392156854037466473528183996677398681640625,-7.72549019607843145962533526471816003322601318359375,179.434139868986989085897221229970455169677734375,
65,20,-0.823529411764706509302413905970752239227294921875,-7.72549019607843145962533526471816003322601318359375,184.858993530578487707316526211798191070556640625,
65,30,-0.823529411764706509302413905970752239227294921875,-7.72549019607843145962533526471816003322601318359375,184.858993530578487707316526211798191070556640625,
65,40,-7.098039215686274161498658941127359867095947265625,-7.72549019607843145962533526471816003322601318359375,185.5815857990866106774774380028247833251953125,
65,50,-7.098039215686274161498658941127359867095947265625,-7.72549019607843145962533526471816003322601318359375,185.5815857990866106774774380028247833251953125,
Repeat,Generation,X1,X2,F(x)
66,0,-1.372549019607841813694903976283967494964599609375,5.3725490196078435900517433765344321727752685546875,154.612770591925226426610606722533702850341796875,
66,10,-1.4509803921568629192506705294363200664520263671875,-7.098039215686274161498658941127359867095947265625,184.724289758670266792250913567841053009033203125,
66,20,-1.4509803921568629192506705294363200664520263671875,-7.098039215686274161498658941127359867095947265625,184.724289758670266792250913567841053009033203125,
66,30,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
66,40,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
66,50,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
Repeat,Generation,X1,X2,F(x)
67,0,5.058823529411764496899195364676415920257568359375,-6.941176470588235503100804635323584079742431640625,74.765224799185176607352332212030887603759765625,
67,10,4.823529411764706509302413905970752239227294921875,-7.019607843137254832299731788225471973419189453125,175.265296507454110042090178467333316802978515625,
67,20,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
67,30,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
67,40,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
67,50,-7.72549019607843145962533526471816003322601318359375,-7.098039215686274161498658941127359867095947265625,185.5815857990866106774774380028247833251953125,
Repeat,Generation,X1,X2,F(x)
68,0,-2,6.0784313725490193291989271529018878936767578125,52.43200966296043219472267082892358303070068359375,
68,10,-0.823529411764706509302413905970752239227294921875,6.156862745098038658397854305803775787353515625,114.2312746375976217905190424062311649322509765625,
68,20,-0.7450980392156854037466473528183996677398681640625,-1.372549019607841813694903976283967494964599609375,173.82216680812780396081507205963134765625,
68,30,-0.823529411764706509302413905970752239227294921875,-1.4509803921568629192506705294363200664520263671875,184.005035512563239308292395435273647308349609375,
68,40,-0.823529411764706509302413905970752239227294921875,-1.4509803921568629192506705294363200664520263671875,184.005035512563239308292395435273647308349609375,
68,50,-7.098039215686274161498658941127359867095947265625,-1.4509803921568629192506705294363200664520263671875,184.724289758670266792250913567841053009033203125,
Repeat,Generation,X1,X2,F(x)
69,0,-7.098039215686274161498658941127359867095947265625,7.098039215686274161498658941127359867095947265625,54.21905806553785822643476421944797039031982421875,
69,10,-7.25490196078431370807493294705636799335479736328125,-7.6470588235294112422479884116910398006439208984375,118.8134836899317861025338061153888702392578125,
69,20,-7.019607843137254832299731788225471973419189453125,-7.72549019607843145962533526471816003322601318359375,177.225841103132637499584234319627285003662109375,
