Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,F(x)
0,0,9.3529411764705887577520115883089601993560791015625,4.88235294117647100620160927064716815948486328125,2.5294117647058822484495976823382079601287841796875,0.76470588235294112422479884116910398006439208984375,7.941176470588235503100804635323584079742431640625,-1.823529411764706065213204055908136069774627685546875,0.05882352941176538507761506480164825916290283203125,1.23529411764705887577520115883089601993560791015625,-4.4705882352941177515504023176617920398712158203125,-2.470588235294117307461192467599175870418548583984375,-230.271740041426852485528797842562198638916015625,
0,10,-4.23529411764705887577520115883089601993560791015625,-2.941176470588235059011594785260967910289764404296875,5.058823529411764496899195364676415920257568359375,1.4705882352941177515504023176617920398712158203125,-0.88235294117647011802318957052193582057952880859375,-0.6470588235294112422479884116910398006439208984375,7.5882352941176467453487930470146238803863525390625,-3.70588235294117662732560347649268805980682373046875,0.05882352941176538507761506480164825916290283203125,-2.647058823529411686337198261753655970096588134765625,-133.872897983740614336056751199066638946533203125,
0,20,-3.29411764705882337267439652350731194019317626953125,-1.647058823529411686337198261753655970096588134765625,4.11764705882352899379839072935283184051513671875,1.4705882352941177515504023176617920398712158203125,0.05882352941176538507761506480164825916290283203125,0.2941176470588242608528162236325442790985107421875,6.6470588235294112422479884116910398006439208984375,-3.82352941176470562112399420584551990032196044921875,0.05882352941176538507761506480164825916290283203125,-3.117647058823529437887600579415448009967803955078125,-101.610077854671288832832942716777324676513671875,
0,30,-3.29411764705882337267439652350731194019317626953125,-1.647058823529411686337198261753655970096588134765625,5.2941176470588242608528162236325442790985107421875,1.35294117647058786957359188818372786045074462890625,1.4705882352941177515504023176617920398712158203125,-0.6470588235294112422479884116910398006439208984375,-4.70588235294117662732560347649268805980682373046875,-2.29411764705882337267439652350731194019317626953125,-1.352941176470588313662801738246344029903411865234375,4.5294117647058822484495976823382079601287841796875,-95.757785467128059053720789961516857147216796875,
0,40,-3.17647058823529437887600579415448009967803955078125,-1.647058823529411686337198261753655970096588134765625,4.11764705882352899379839072935283184051513671875,1.23529411764705887577520115883089601993560791015625,0.05882352941176538507761506480164825916290283203125,0.2941176470588242608528162236325442790985107421875,-3.76470588235294112422479884116910398006439208984375,-2.29411764705882337267439652350731194019317626953125,-1.352941176470588313662801738246344029903411865234375,4.5294117647058822484495976823382079601287841796875,-73.7496916943044453773836721666157245635986328125,
0,50,-3.17647058823529437887600579415448009967803955078125,-1.647058823529411686337198261753655970096588134765625,4.11764705882352899379839072935283184051513671875,0.76470588235294112422479884116910398006439208984375,0.05882352941176538507761506480164825916290283203125,0.2941176470588242608528162236325442790985107421875,-3.76470588235294112422479884116910398006439208984375,-2.29411764705882337267439652350731194019317626953125,-1.352941176470588313662801738246344029903411865234375,4.5294117647058822484495976823382079601287841796875,-72.3085212102345309403972350992262363433837890625,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,F(x)
1,0,0,0.94117647058823461492238493519835174083709716796875,-3.5294117647058822484495976823382079601287841796875,2.6470588235294112422479884116910398006439208984375,6.5882352941176467453487930470146238803863525390625,6.35294117647058698139517218805849552154541015625,-2.882352941176470562112399420584551990032196044921875,-0.058823529411764496899195364676415920257568359375,0.2941176470588242608528162236325442790985107421875,-4.76470588235294112422479884116910398006439208984375,-325.43318446857625758639187552034854888916015625,
1,10,4.7647058823529420124032185412943363189697265625,1.29411764705882337267439652350731194019317626953125,-1.058823529411764496899195364676415920257568359375,-2.647058823529411686337198261753655970096588134765625,2.29411764705882337267439652350731194019317626953125,-0.176470588235293490697586094029247760772705078125,-4.058823529411764496899195364676415920257568359375,-2.705882352941176183236393626430071890354156494140625,4,1.29411764705882337267439652350731194019317626953125,-85.66077169214935338459326885640621185302734375,
1,20,3.5882352941176467453487930470146238803863525390625,1.29411764705882337267439652350731194019317626953125,-0.23529411764705887577520115883089601993560791015625,-2.647058823529411686337198261753655970096588134765625,1.5294117647058822484495976823382079601287841796875,3.6470588235294112422479884116910398006439208984375,-2.411764705882352810561997102922759950160980224609375,-0.058823529411764496899195364676415920257568359375,-0.4705882352941177515504023176617920398712158203125,-0.5882352941176467453487930470146238803863525390625,-51.450629183079712447579368017613887786865234375,
